Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
Hotel Arena, would have been courteous to have been told that building work was going on bar staff wearing jeans and trainers is not in keeping with 4 hotel having to ask every day for milk for tea making in room having to ask for towels that were not left in the room room 304 no shelf in the shower for putting shampoo razor etc , character of the hotel was great location was good,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ']","['character', 'of', 'the', 'hotel', 'was', 'great', 'location', 'was', 'good']","['would', 'have', 'been', 'courteous', 'to', 'have', 'been', 'told', 'that', 'building', 'work', 'was', 'going', 'on', 'bar', 'staff', 'wearing', 'jeans', 'and', 'trainers', 'is', 'not', 'in', 'keeping', 'with', '4', 'hotel', 'having', 'to', 'ask', 'every', 'day', 'for', 'milk', 'for', 'tea', 'making', 'in', 'room', 'having', 'to', 'ask', 'for', 'towels', 'that', 'were', 'not', 'left', 'in', 'the', 'room', 'room', '304', 'no', 'shelf', 'in', 'the', 'shower', 'for', 'putting', 'shampoo', 'razor', 'etc']","['character', 'hotel', 'great', 'location', 'good']","['would', 'courteous', 'told', 'building', 'work', 'going', 'bar', 'staff', 'wearing', 'jeans', 'trainers', 'keeping', '4', 'hotel', 'ask', 'every', 'day', 'milk', 'tea', 'making', 'room', 'ask', 'towels', 'left', 'room', 'room', '304', 'shelf', 'shower', 'putting', 'shampoo', 'razor', 'etc']","['character', 'location', 'hotel', 'good']","['etc', 'razor', 'shelf', 'towels', 'milk', 'staff', 'ask', 'shower', 'work', 'tea', 'room', 'hotel', 'jeans', 'day', 'building', 'making', 'trainers']"
Hotel Arena,no negative, hotel and rooms were beautiful my friend and i wanted some luxury on our trip to amsterdam and this hotel provided just that the staff were extremely friendly and gave us lots of advice on where to go local life etc you will need to get trams metro from this hotel which all added to the experience of our trip would definitely recommend this hotel ,"[' leisure trip ', ' group ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['hotel', 'and', 'rooms', 'were', 'beautiful', 'my', 'friend', 'and', 'i', 'wanted', 'some', 'luxury', 'on', 'our', 'trip', 'to', 'amsterdam', 'and', 'this', 'hotel', 'provided', 'just', 'that', 'the', 'staff', 'were', 'extremely', 'friendly', 'and', 'gave', 'us', 'lots', 'of', 'advice', 'on', 'where', 'to', 'go', 'local', 'life', 'etc', 'you', 'will', 'need', 'to', 'get', 'trams', 'metro', 'from', 'this', 'hotel', 'which', 'all', 'added', 'to', 'the', 'experience', 'of', 'our', 'trip', 'would', 'definitely', 'recommend', 'this', 'hotel']","['no', 'negative']","['hotel', 'rooms', 'beautiful', 'friend', 'wanted', 'luxury', 'trip', 'amsterdam', 'hotel', 'provided', 'staff', 'extremely', 'friendly', 'gave', 'us', 'lots', 'advice', 'go', 'local', 'life', 'etc', 'need', 'get', 'trams', 'metro', 'hotel', 'added', 'experience', 'trip', 'would', 'definitely', 'recommend', 'hotel']",['negative'],"['luxury', 'staff', 'advice', 'trip', 'experience', 'hotel', 'life', 'rooms']",[]
Hotel Arena, the only negative was the noise there were building works going on at the time which we were aware of when booking our stay and which weren t a huge problem but we did find it difficult to sleep with the noise at night cause by i assume the other guests it was probably enough to put me off visiting in the future , the staff were extremely polite and helpful i honestly couldn t fault them the room itself was clean and comfortable and the location was great ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ']","['the', 'staff', 'were', 'extremely', 'polite', 'and', 'helpful', 'i', 'honestly', 'couldn', 't', 'fault', 'them', 'the', 'room', 'itself', 'was', 'clean', 'and', 'comfortable', 'and', 'the', 'location', 'was', 'great']","['the', 'only', 'negative', 'was', 'the', 'noise', 'there', 'were', 'building', 'works', 'going', 'on', 'at', 'the', 'time', 'which', 'we', 'were', 'aware', 'of', 'when', 'booking', 'our', 'stay', 'and', 'which', 'weren', 't', 'a', 'huge', 'problem', 'but', 'we', 'did', 'find', 'it', 'difficult', 'to', 'sleep', 'with', 'the', 'noise', 'at', 'night', 'cause', 'by', 'i', 'assume', 'the', 'other', 'guests', 'it', 'was', 'probably', 'enough', 'to', 'put', 'me', 'off', 'visiting', 'in', 'the', 'future']","['staff', 'extremely', 'polite', 'helpful', 'honestly', 'fault', 'room', 'clean', 'comfortable', 'location', 'great']","['negative', 'noise', 'building', 'works', 'going', 'time', 'aware', 'booking', 'stay', 'huge', 'problem', 'find', 'difficult', 'sleep', 'noise', 'night', 'cause', 'assume', 'guests', 'probably', 'enough', 'put', 'visiting', 'future']","['staff', 'location', 'room', 'clean']","['stay', 'problem', 'night', 'future', 'assume', 'cause', 'building', 'time', 'noise']"
Hotel Arena, not given the room type we had booked and prepaid for no on site car park available despite pre booking of this hotel was a building site so not very welcoming no privacy at all in bathroom as separated from lounge area by glass panel only stairs to bed level steep and dangerous as no hand rail arrived for our prepaid breakfast to be told we hadn t paid and had to show our payment receipt to prove we had ,no positive,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ']","['no', 'positive']","['not', 'given', 'the', 'room', 'type', 'we', 'had', 'booked', 'and', 'prepaid', 'for', 'no', 'on', 'site', 'car', 'park', 'available', 'despite', 'pre', 'booking', 'of', 'this', 'hotel', 'was', 'a', 'building', 'site', 'so', 'not', 'very', 'welcoming', 'no', 'privacy', 'at', 'all', 'in', 'bathroom', 'as', 'separated', 'from', 'lounge', 'area', 'by', 'glass', 'panel', 'only', 'stairs', 'to', 'bed', 'level', 'steep', 'and', 'dangerous', 'as', 'no', 'hand', 'rail', 'arrived', 'for', 'our', 'prepaid', 'breakfast', 'to', 'be', 'told', 'we', 'hadn', 't', 'paid', 'and', 'had', 'to', 'show', 'our', 'payment', 'receipt', 'to', 'prove', 'we', 'had']",['positive'],"['given', 'room', 'type', 'booked', 'prepaid', 'site', 'car', 'park', 'available', 'despite', 'pre', 'booking', 'hotel', 'building', 'site', 'welcoming', 'privacy', 'bathroom', 'separated', 'lounge', 'area', 'glass', 'panel', 'stairs', 'bed', 'level', 'steep', 'dangerous', 'hand', 'rail', 'arrived', 'prepaid', 'breakfast', 'told', 'paid', 'show', 'payment', 'receipt', 'prove']",[],"['privacy', 'prove', 'hand', 'area', 'payment', 'glass', 'panel', 'rail', 'site', 'breakfast', 'receipt', 'show', 'room', 'type', 'hotel', 'building', 'bathroom', 'car', 'park']"
Hotel Arena, next to a larger construction site shocking at first sight but not noisy or disturbing at least not during my stay, friendly staff place is very clean and charming beautiful restaurant and bar food looked i didn t try it way better than the usual amsterdam culinary sins,"[' leisure trip ', ' solo traveler ', ' duplex double room ', ' stayed 1 night ']","['friendly', 'staff', 'place', 'is', 'very', 'clean', 'and', 'charming', 'beautiful', 'restaurant', 'and', 'bar', 'food', 'looked', 'i', 'didn', 't', 'try', 'it', 'way', 'better', 'than', 'the', 'usual', 'amsterdam', 'culinary', 'sins']","['next', 'to', 'a', 'larger', 'construction', 'site', 'shocking', 'at', 'first', 'sight', 'but', 'not', 'noisy', 'or', 'disturbing', 'at', 'least', 'not', 'during', 'my', 'stay']","['friendly', 'staff', 'place', 'clean', 'charming', 'beautiful', 'restaurant', 'bar', 'food', 'looked', 'try', 'way', 'better', 'usual', 'amsterdam', 'culinary', 'sins']","['next', 'larger', 'construction', 'site', 'shocking', 'first', 'sight', 'noisy', 'disturbing', 'least', 'stay']","['culinary', 'staff', 'restaurant', 'way', 'sins', 'amsterdam', 'food', 'bar', 'place']","['construction', 'stay', 'site', 'noisy']"
Hotel Arena,no negative, this was our first time in amsterdam and the staff were incredibly helpful they took special notice of the fact that is was my birthday and were so friendly ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ']","['this', 'was', 'our', 'first', 'time', 'in', 'amsterdam', 'and', 'the', 'staff', 'were', 'incredibly', 'helpful', 'they', 'took', 'special', 'notice', 'of', 'the', 'fact', 'that', 'is', 'was', 'my', 'birthday', 'and', 'were', 'so', 'friendly']","['no', 'negative']","['first', 'time', 'amsterdam', 'staff', 'incredibly', 'helpful', 'took', 'special', 'notice', 'fact', 'birthday', 'friendly']",['negative'],"['staff', 'birthday', 'fact', 'time']",[]
Hotel Arena, building work going on at the hotel didn t know this when we booked and didn t get a discount monday morning they started at 6 30am , great location lovely room,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['great', 'location', 'lovely', 'room']","['building', 'work', 'going', 'on', 'at', 'the', 'hotel', 'didn', 't', 'know', 'this', 'when', 'we', 'booked', 'and', 'didn', 't', 'get', 'a', 'discount', 'monday', 'morning', 'they', 'started', 'at', '6', '30am']","['great', 'location', 'lovely', 'room']","['building', 'work', 'going', 'hotel', 'know', 'booked', 'get', 'discount', 'monday', 'morning', 'started', '6', '30am']","['location', 'room']","['monday', 'work', 'discount', 'hotel', 'get', 'morning', 'building']"
Hotel Arena, the room with stairs was quite uncomfortable with very reduced spaces and steep stairs , very nice property stylish hotel friendly staff spacious rooms except the one with stairs and close to the city center just a couple of stops by tram ,"[' leisure trip ', ' family with older children ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['very', 'nice', 'property', 'stylish', 'hotel', 'friendly', 'staff', 'spacious', 'rooms', 'except', 'the', 'one', 'with', 'stairs', 'and', 'close', 'to', 'the', 'city', 'center', 'just', 'a', 'couple', 'of', 'stops', 'by', 'tram']","['the', 'room', 'with', 'stairs', 'was', 'quite', 'uncomfortable', 'with', 'very', 'reduced', 'spaces', 'and', 'steep', 'stairs']","['nice', 'property', 'stylish', 'hotel', 'friendly', 'staff', 'spacious', 'rooms', 'except', 'one', 'stairs', 'close', 'city', 'center', 'couple', 'stops', 'tram']","['room', 'stairs', 'quite', 'uncomfortable', 'reduced', 'spaces', 'steep', 'stairs']","['couple', 'stairs', 'staff', 'tram', 'center', 'property', 'city', 'hotel', 'rooms']","['spaces', 'room', 'stairs']"
Hotel Arena, the hotel is going though a period of renovation and extension construction work starts at seven and is rather noisy especially the entrance area is affected but the hotel does need a facelift , boutique atmosphere good size rooms with comfortable beds and stylishly designed bathrooms ,"[' leisure trip ', ' group ', ' duplex double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['boutique', 'atmosphere', 'good', 'size', 'rooms', 'with', 'comfortable', 'beds', 'and', 'stylishly', 'designed', 'bathrooms']","['the', 'hotel', 'is', 'going', 'though', 'a', 'period', 'of', 'renovation', 'and', 'extension', 'construction', 'work', 'starts', 'at', 'seven', 'and', 'is', 'rather', 'noisy', 'especially', 'the', 'entrance', 'area', 'is', 'affected', 'but', 'the', 'hotel', 'does', 'need', 'a', 'facelift']","['boutique', 'atmosphere', 'good', 'size', 'rooms', 'comfortable', 'beds', 'stylishly', 'designed', 'bathrooms']","['hotel', 'going', 'though', 'period', 'renovation', 'extension', 'construction', 'work', 'starts', 'seven', 'rather', 'noisy', 'especially', 'entrance', 'area', 'affected', 'hotel', 'need', 'facelift']","['boutique', 'bathrooms', 'beds', 'size', 'rooms']","['facelift', 'period', 'work', 'area', 'extension', 'hotel', 'construction', 'renovation', 'need']"
Hotel Arena,no negative, it was a well kept hotel in a lovely area the staff and services offered were excellent we felt it was a great value our beautiful room with a view was a bonus ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['it', 'was', 'a', 'well', 'kept', 'hotel', 'in', 'a', 'lovely', 'area', 'the', 'staff', 'and', 'services', 'offered', 'were', 'excellent', 'we', 'felt', 'it', 'was', 'a', 'great', 'value', 'our', 'beautiful', 'room', 'with', 'a', 'view', 'was', 'a', 'bonus']","['no', 'negative']","['well', 'kept', 'hotel', 'lovely', 'area', 'staff', 'services', 'offered', 'excellent', 'felt', 'great', 'value', 'beautiful', 'room', 'view', 'bonus']",['negative'],"['staff', 'value', 'room', 'hotel', 'area', 'services', 'bonus', 'view']",[]
Hotel Arena, its hard to get back to the hotel later at night since the tram is off after around midnight and walking 30mins after going out in the other end of the city can be tiring but we managed anyway this is not a big issue unless you really prefer to be in the center rather than in a beautiful quiet hotel as this one not enough soap in the room restaurant bar snacks are very expensive also i would ve appreciated being told that there is construction going on before the booking although this was again a non issue except for the small visual inconvenience in the entrance no noise or dirt at all , the hotel is beautiful the pictures here arent doing it justice at all right on oosterpark which is awesome the location is great walking distance to the tram public transport to anywhere and 5 10 mins to poi convenience shops and small local bars on the quieter part of the city you can also get to the city center by walking but it will take about 20 30mins very clean room made and towels changed everyday almost perfect ,"[' leisure trip ', ' couple ', ' large king room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['the', 'hotel', 'is', 'beautiful', 'the', 'pictures', 'here', 'arent', 'doing', 'it', 'justice', 'at', 'all', 'right', 'on', 'oosterpark', 'which', 'is', 'awesome', 'the', 'location', 'is', 'great', 'walking', 'distance', 'to', 'the', 'tram', 'public', 'transport', 'to', 'anywhere', 'and', '5', '10', 'mins', 'to', 'poi', 'convenience', 'shops', 'and', 'small', 'local', 'bars', 'on', 'the', 'quieter', 'part', 'of', 'the', 'city', 'you', 'can', 'also', 'get', 'to', 'the', 'city', 'center', 'by', 'walking', 'but', 'it', 'will', 'take', 'about', '20', '30mins', 'very', 'clean', 'room', 'made', 'and', 'towels', 'changed', 'everyday', 'almost', 'perfect']","['its', 'hard', 'to', 'get', 'back', 'to', 'the', 'hotel', 'later', 'at', 'night', 'since', 'the', 'tram', 'is', 'off', 'after', 'around', 'midnight', 'and', 'walking', '30mins', 'after', 'going', 'out', 'in', 'the', 'other', 'end', 'of', 'the', 'city', 'can', 'be', 'tiring', 'but', 'we', 'managed', 'anyway', 'this', 'is', 'not', 'a', 'big', 'issue', 'unless', 'you', 'really', 'prefer', 'to', 'be', 'in', 'the', 'center', 'rather', 'than', 'in', 'a', 'beautiful', 'quiet', 'hotel', 'as', 'this', 'one', 'not', 'enough', 'soap', 'in', 'the', 'room', 'restaurant', 'bar', 'snacks', 'are', 'very', 'expensive', 'also', 'i', 'would', 've', 'appreciated', 'being', 'told', 'that', 'there', 'is', 'construction', 'going', 'on', 'before', 'the', 'booking', 'although', 'this', 'was', 'again', 'a', 'non', 'issue', 'except', 'for', 'the', 'small', 'visual', 'inconvenience', 'in', 'the', 'entrance', 'no', 'noise', 'or', 'dirt', 'at', 'all']","['hotel', 'beautiful', 'pictures', 'arent', 'justice', 'right', 'oosterpark', 'awesome', 'location', 'great', 'walking', 'distance', 'tram', 'public', 'transport', 'anywhere', '5', '10', 'mins', 'poi', 'convenience', 'shops', 'small', 'local', 'bars', 'quieter', 'part', 'city', 'also', 'get', 'city', 'center', 'walking', 'take', '20', '30mins', 'clean', 'room', 'made', 'towels', 'changed', 'everyday', 'almost', 'perfect']","['hard', 'get', 'back', 'hotel', 'later', 'night', 'since', 'tram', 'around', 'midnight', 'walking', '30mins', 'going', 'end', 'city', 'tiring', 'managed', 'anyway', 'big', 'issue', 'unless', 'really', 'prefer', 'center', 'rather', 'beautiful', 'quiet', 'hotel', 'one', 'enough', 'soap', 'room', 'restaurant', 'bar', 'snacks', 'expensive', 'also', 'would', 'appreciated', 'told', 'construction', 'going', 'booking', 'although', 'non', 'issue', 'except', 'small', 'visual', 'inconvenience', 'entrance', 'noise', 'dirt']","['mins', 'pictures', 'transport', 'distance', 'part', 'towels', 'tram', 'center', 'bars', 'city', 'room', 'hotel', 'shops', 'convenience', 'location', 'justice']","['issue', 'entrance', 'noise', 'tram', 'center', 'restaurant', 'construction', 'night', 'city', 'hotel', 'room', 'midnight', 'snacks', 'inconvenience', 'dirt', 'bar', 'soap']"
Hotel Arena, no convenient stores surrounding hotel area had to walk quite far for grocery shopping, crews being nice and helpful environment quiet and peaceful but unfortunately certain areas under construction ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['crews', 'being', 'nice', 'and', 'helpful', 'environment', 'quiet', 'and', 'peaceful', 'but', 'unfortunately', 'certain', 'areas', 'under', 'construction']","['no', 'convenient', 'stores', 'surrounding', 'hotel', 'area', 'had', 'to', 'walk', 'quite', 'far', 'for', 'grocery', 'shopping']","['crews', 'nice', 'helpful', 'environment', 'quiet', 'peaceful', 'unfortunately', 'certain', 'areas', 'construction']","['convenient', 'stores', 'surrounding', 'hotel', 'area', 'walk', 'quite', 'far', 'grocery', 'shopping']","['construction', 'crews', 'areas', 'environment']","['shopping', 'stores', 'hotel', 'grocery', 'area', 'convenient']"
Hotel Arena, the pillow and the double charged city tax one of the staff at the reception is not so nice , the bathroom and sofa are so good the building style is really awesome ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['the', 'bathroom', 'and', 'sofa', 'are', 'so', 'good', 'the', 'building', 'style', 'is', 'really', 'awesome']","['the', 'pillow', 'and', 'the', 'double', 'charged', 'city', 'tax', 'one', 'of', 'the', 'staff', 'at', 'the', 'reception', 'is', 'not', 'so', 'nice']","['bathroom', 'sofa', 'good', 'building', 'style', 'really', 'awesome']","['pillow', 'double', 'charged', 'city', 'tax', 'one', 'staff', 'reception', 'nice']","['bathroom', 'building', 'style', 'sofa']","['reception', 'nice', 'pillow', 'staff', 'city', 'tax']"
Hotel Arena, we don t like the open concept shower it gets very messy on the whole bathroom floor especially if you re not used to it not a huge fan of the see through bathroom concept when you can see your friend using the toilet whilst watching television it is cool to watch tv while in the bath though the hotel room was otherwise very nice , we liked the location and the extra pleasant staff they were very accommodating to our requests e g extra towels and specialty pillows ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 6 nights ', ' submitted from a mobile device ']","['we', 'liked', 'the', 'location', 'and', 'the', 'extra', 'pleasant', 'staff', 'they', 'were', 'very', 'accommodating', 'to', 'our', 'requests', 'e', 'g', 'extra', 'towels', 'and', 'specialty', 'pillows']","['we', 'don', 't', 'like', 'the', 'open', 'concept', 'shower', 'it', 'gets', 'very', 'messy', 'on', 'the', 'whole', 'bathroom', 'floor', 'especially', 'if', 'you', 're', 'not', 'used', 'to', 'it', 'not', 'a', 'huge', 'fan', 'of', 'the', 'see', 'through', 'bathroom', 'concept', 'when', 'you', 'can', 'see', 'your', 'friend', 'using', 'the', 'toilet', 'whilst', 'watching', 'television', 'it', 'is', 'cool', 'to', 'watch', 'tv', 'while', 'in', 'the', 'bath', 'though', 'the', 'hotel', 'room', 'was', 'otherwise', 'very', 'nice']","['liked', 'location', 'extra', 'pleasant', 'staff', 'accommodating', 'requests', 'e', 'g', 'extra', 'towels', 'specialty', 'pillows']","['like', 'open', 'concept', 'shower', 'gets', 'messy', 'whole', 'bathroom', 'floor', 'especially', 'used', 'huge', 'fan', 'see', 'bathroom', 'concept', 'see', 'friend', 'using', 'toilet', 'whilst', 'watching', 'television', 'cool', 'watch', 'tv', 'bath', 'though', 'hotel', 'room', 'otherwise', 'nice']","['specialty', 'requests', 'towels', 'staff', 'location', 'pillows']","['bathroom', 'shower', 'toilet', 'television', 'concept', 'bath', 'room', 'floor', 'whilst', 'hotel', 'friend', 'cool', 'tv', 'fan']"
Hotel Arena,no negative, i loved the hotel design and decoration staff were extremely nice always helpful and smiling that is something you really appreciate when you are on a 24 hour business trip breakfast was way better than i expected although coffee was quite bad that is something most hotels fail to nail and i think most guests find it important rooms are fantastically cozy clean and comfortable ,"[' business trip ', ' solo traveler ', ' duplex double room ', ' stayed 1 night ']","['i', 'loved', 'the', 'hotel', 'design', 'and', 'decoration', 'staff', 'were', 'extremely', 'nice', 'always', 'helpful', 'and', 'smiling', 'that', 'is', 'something', 'you', 'really', 'appreciate', 'when', 'you', 'are', 'on', 'a', '24', 'hour', 'business', 'trip', 'breakfast', 'was', 'way', 'better', 'than', 'i', 'expected', 'although', 'coffee', 'was', 'quite', 'bad', 'that', 'is', 'something', 'most', 'hotels', 'fail', 'to', 'nail', 'and', 'i', 'think', 'most', 'guests', 'find', 'it', 'important', 'rooms', 'are', 'fantastically', 'cozy', 'clean', 'and', 'comfortable']","['no', 'negative']","['loved', 'hotel', 'design', 'decoration', 'staff', 'extremely', 'nice', 'always', 'helpful', 'smiling', 'something', 'really', 'appreciate', '24', 'hour', 'business', 'trip', 'breakfast', 'way', 'better', 'expected', 'although', 'coffee', 'quite', 'bad', 'something', 'hotels', 'fail', 'nail', 'think', 'guests', 'find', 'important', 'rooms', 'fantastically', 'cozy', 'clean', 'comfortable']",['negative'],"['business', 'something', 'decoration', 'breakfast', 'coffee', 'staff', 'guests', 'trip', 'design', 'way', 'hour', 'hotel', 'think', 'hotels', 'rooms']",[]
Hotel Arena, iron wasn t very good bathroom is glass walls so you can see through it building works took away from quality of hotel we didn t like they reserved 150 on our bank card which was not made clear prior to booking and we are still unsure of why this was done, the bed was comfy and large the wifi was fast and good separate living area powerful shower,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['the', 'bed', 'was', 'comfy', 'and', 'large', 'the', 'wifi', 'was', 'fast', 'and', 'good', 'separate', 'living', 'area', 'powerful', 'shower']","['iron', 'wasn', 't', 'very', 'good', 'bathroom', 'is', 'glass', 'walls', 'so', 'you', 'can', 'see', 'through', 'it', 'building', 'works', 'took', 'away', 'from', 'quality', 'of', 'hotel', 'we', 'didn', 't', 'like', 'they', 'reserved', '150', 'on', 'our', 'bank', 'card', 'which', 'was', 'not', 'made', 'clear', 'prior', 'to', 'booking', 'and', 'we', 'are', 'still', 'unsure', 'of', 'why', 'this', 'was', 'done']","['bed', 'comfy', 'large', 'wifi', 'fast', 'good', 'separate', 'living', 'area', 'powerful', 'shower']","['iron', 'good', 'bathroom', 'glass', 'walls', 'see', 'building', 'works', 'took', 'away', 'quality', 'hotel', 'like', 'reserved', '150', 'bank', 'card', 'made', 'clear', 'prior', 'booking', 'still', 'unsure', 'done']","['wifi', 'comfy', 'living', 'shower', 'bed', 'area']","['walls', 'iron', 'building', 'booking', 'bathroom', 'card', 'works', 'hotel', 'bank', 'glass']"
Hotel Arena,no negative, got in late and hadn t eaten 24 hour pizza delivery offered at front desk brilliant at 12pm friendly staff and wifi in room hotel is 15 mins walk from dam square nice to be away from the hussle and bussle in town ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['got', 'in', 'late', 'and', 'hadn', 't', 'eaten', '24', 'hour', 'pizza', 'delivery', 'offered', 'at', 'front', 'desk', 'brilliant', 'at', '12pm', 'friendly', 'staff', 'and', 'wifi', 'in', 'room', 'hotel', 'is', '15', 'mins', 'walk', 'from', 'dam', 'square', 'nice', 'to', 'be', 'away', 'from', 'the', 'hussle', 'and', 'bussle', 'in', 'town']","['no', 'negative']","['got', 'late', 'eaten', '24', 'hour', 'pizza', 'delivery', 'offered', 'front', 'desk', 'brilliant', '12pm', 'friendly', 'staff', 'wifi', 'room', 'hotel', '15', 'mins', 'walk', 'dam', 'square', 'nice', 'away', 'hussle', 'bussle', 'town']",['negative'],"['mins', 'bussle', 'desk', 'staff', 'hour', 'room', 'hotel', 'eaten', 'town', 'delivery', 'pizza']",[]
Hotel Arena,no negative, we stayed at the hotel for 5 nights hotel is a bit far from the center but with the tram and metro you arrive at the center in minutes hotel is situated in a quite area the rooms are very spacious comfortable and cosy the staff is very nice and helpful,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ']","['we', 'stayed', 'at', 'the', 'hotel', 'for', '5', 'nights', 'hotel', 'is', 'a', 'bit', 'far', 'from', 'the', 'center', 'but', 'with', 'the', 'tram', 'and', 'metro', 'you', 'arrive', 'at', 'the', 'center', 'in', 'minutes', 'hotel', 'is', 'situated', 'in', 'a', 'quite', 'area', 'the', 'rooms', 'are', 'very', 'spacious', 'comfortable', 'and', 'cosy', 'the', 'staff', 'is', 'very', 'nice', 'and', 'helpful']","['no', 'negative']","['stayed', 'hotel', '5', 'nights', 'hotel', 'bit', 'far', 'center', 'tram', 'metro', 'arrive', 'center', 'minutes', 'hotel', 'situated', 'quite', 'area', 'rooms', 'spacious', 'comfortable', 'cosy', 'staff', 'nice', 'helpful']",['negative'],"['metro', 'staff', 'center', 'area', 'helpful', 'minutes', 'hotel', 'bit', 'nights', 'rooms']",[]
Hotel Arena, theres nothing we was unhappy with, really enjoyed our stay at hotel arena staff were fab made us feel really welcome even made us a coffee at 6am whilst waiting fir our taxi to the airport,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['really', 'enjoyed', 'our', 'stay', 'at', 'hotel', 'arena', 'staff', 'were', 'fab', 'made', 'us', 'feel', 'really', 'welcome', 'even', 'made', 'us', 'a', 'coffee', 'at', '6am', 'whilst', 'waiting', 'fir', 'our', 'taxi', 'to', 'the', 'airport']","['theres', 'nothing', 'we', 'was', 'unhappy', 'with']","['really', 'enjoyed', 'stay', 'hotel', 'arena', 'staff', 'fab', 'made', 'us', 'feel', 'really', 'welcome', 'even', 'made', 'us', 'coffee', '6am', 'whilst', 'waiting', 'fir', 'taxi', 'airport']","['theres', 'nothing', 'unhappy']","['airport', 'taxi', 'staff', 'fab', 'hotel']","['theres', 'nothing']"
Hotel Arena,no negative, the matress and pillows were exceptionally good best sleep in terms of comfort ever i would be grateful to know your suppliers as would like to replicate this comfort in my own home ,"[' business trip ', ' solo traveler ', ' duplex double room ', ' stayed 1 night ']","['the', 'matress', 'and', 'pillows', 'were', 'exceptionally', 'good', 'best', 'sleep', 'in', 'terms', 'of', 'comfort', 'ever', 'i', 'would', 'be', 'grateful', 'to', 'know', 'your', 'suppliers', 'as', 'would', 'like', 'to', 'replicate', 'this', 'comfort', 'in', 'my', 'own', 'home']","['no', 'negative']","['matress', 'pillows', 'exceptionally', 'good', 'best', 'sleep', 'terms', 'comfort', 'ever', 'would', 'grateful', 'know', 'suppliers', 'would', 'like', 'replicate', 'comfort', 'home']",['negative'],"['matress', 'comfort', 'sleep', 'terms', 'home', 'suppliers', 'pillows']",[]
